UCBID,SiteCode,Site,Pair ,SiteType,PairID,TaxaA,Group,TaxaB,Category,SpeciesName,Rough ID, D15N, D13C, D34S
F2.0526,SH,Sherman,P1,Res,P1_Res,Sinocorophium sp.,Invertebrate,Sinocorophium sp.,Amphipod,Sinocorophium,Sinocorophium,9.932182538,-27.10461107,10.05348057
F2.0099,TR,Tule Red,P3,Res,P3_Res,Corbicula fluminea,Invertebrate,Corbicula fluminea,Bivalve,Corbicula fluminea,Corbicula fluminea,12.22273037,-29.1011405,14.60489283
F1.0098,TR,Tule Red,P3,Res,P3_Res,Gammarus sp. ,Invertebrate,Gammarus sp. ,Amphipod,Gammarus sp. ,Gammarus New,9.827601714,-26.67907067,13.52823035
F1.0131,TR,Tule Red,P3,Res,P3_Res,Gammarus sp. ,Invertebrate,Gammarus sp. ,Amphipod,Gammarus sp. ,Gammarus New,10.72990982,-23.26611938,17.66355524
F1.0121,TR,Tule Red,P3,Res,P3_Res,Gammarus sp. ,Invertebrate,Gammarus sp. ,Amphipod,Gammarus sp. ,Gammarus New,10.83777037,-24.01500318,17.68093616
F2.0130,TR,Tule Red,P3,Res,P3_Res,Gammarus sp. ,Invertebrate,Gammarus sp. ,Amphipod,Gammarus sp. ,Gammarus New,11.09085157,-20.91766238,16.99136319
F2.0135,TR,Tule Red,P3,Res,P3_Res,Gammarus sp. ,Invertebrate,Gammarus sp. ,Amphipod,Gammarus sp. ,Gammarus New,13.512759,-21.35816355,17.10324452
F2.0545,TR,Tule Red,P3,Res,P3_Res,Gammarus sp. ,Invertebrate,Gammarus sp. ,Amphipod,Gammarus sp. ,Gammarus New,12.22465137,-20.80401406,18.57410657
F1.0134,TR,Tule Red,P3,Res,P3_Res,Gnorimosphaeroma oregonense,Invertebrate,Gnorimosphaeroma oregonense,Isopod,Gnorimosphaeroma oregonense,Gnorimosphaeroma oregonense,11.56565129,-18.43501938,20.3388545
F2.0445,TR,Tule Red,P3,Res,P3_Res,Gnorimosphaeroma oregonense,Invertebrate,Gnorimosphaeroma oregonense,Isopod,Gnorimosphaeroma oregonense,Gnorimosphaeroma oregonense,13.09269118,-17.10607826,20.74580231
F2.0468 ,TR,Tule Red,P3,Res,P3_Res,Gnorimosphaeroma oregonense,Invertebrate,Gnorimosphaeroma oregonense,Isopod,Gnorimosphaeroma oregonense,Gnorimosphaeroma oregonense,11.63687466,-18.65059063,20.45339633
F2.0472,TR,Tule Red,P3,Res,P3_Res,Gnorimosphaeroma oregonense,Invertebrate,Gnorimosphaeroma oregonense,Isopod,Gnorimosphaeroma oregonense,Gnorimosphaeroma oregonense,12.00123293,-18.03612208,19.58214626
F1.0478,TR,Tule Red,P3,Res,P3_Res,Mysida,Invertebrate,Mysida,Mysid,Mysida,Mysida,12.70278902,-25.08600569,16.29332545
F1.0480,TR,Tule Red,P3,Res,P3_Res,Mysida,Invertebrate,Mysida,Mysid,Mysida,Mysida,12.59174987,-26.27287857,16.07091976
F1.0095,TR,Tule Red,P3,Res,P3_Res,Mysida,Invertebrate,Mysida,Mysid,Mysida,Mysida,14.22660075,-25.9333551,15.55086814
F2.0084,TR,Tule Red,P3,Res,P3_Res,Mysida,Invertebrate,Mysida,Mysid,Mysida,Mysida,14.00411764,-25.13111082,16.08701289
F2.0440,TR,Tule Red,P3,Res,P3_Res,Mysida,Invertebrate,Mysida,Mysid,Mysida,Mysida,15.01193503,-23.30679957,15.30763044
F2.0092,TR,Tule Red,P3,Res,P3_Res,Nereididae,Invertebrate,Nereididae,Annelid ,Nereididae,Nereididae,12.42231468,-19.04047124,11.74184283
F2.0452/0450/0448/0444/0454,TR,Tule Red,P3,Res,P3_Res,Annelid (non-nereid),Invertebrate,Annelid (non-nereid),Annelid ,Oligochaeta sp.,Oligochaeta - unknown,9.613860838,-24.85148939,13.53536913
F1.0130/0489,TR,Tule Red,P3,Res,P3_Res,Annelid (non-nereid),Invertebrate,Annelid (non-nereid),Annelid ,Polychaeta sp. ,Polychaeta ,10.03427082,-27.72631143,10.08197485
F2.0446/0453,TR,Tule Red,P3,Res,P3_Res,Annelid (non-nereid),Invertebrate,Annelid (non-nereid),Annelid ,Polychaeta sp. ,Polychaeta ,14.27771567,-17.71258032,16.58101541
F2.0124/0093,TR,Tule Red,P3,Res,P3_Res,Annelid (non-nereid),Invertebrate,Annelid (non-nereid),Annelid ,Polychaeta sp. ,Polychaeta ,13.80675764,-21.17386956,11.77282104
F1.0142,TR,Tule Red,P3,Res,P3_Res,Potamocorbula amurensis,Invertebrate,Potamocorbula amurensis,Bivalve,Potamocorbula amurensis,Potamocorbula amurensis,11.43375572,-27.52201363,16.61014783
F1.0097,TR,Tule Red,P3,Res,P3_Res,Potamocorbula amurensis,Invertebrate,Potamocorbula amurensis,Bivalve,Potamocorbula amurensis,Potamocorbula amurensis,12.05946567,-25.54421645,16.06582667
F1.0140/0060,TR,Tule Red,P3,Res,P3_Res,Potamocorbula amurensis,Invertebrate,Potamocorbula amurensis,Bivalve,Potamocorbula amurensis,Potamocorbula amurensis,11.54112001,-27.43348459,15.6026754
F2.0127/0105,TR,Tule Red,P3,Res,P3_Res,Potamocorbula amurensis,Invertebrate,Potamocorbula amurensis,Bivalve,Potamocorbula amurensis,Potamocorbula amurensis,11.82302027,-27.26900852,14.89545356
F2.0449/0105,TR,Tule Red,P3,Res,P3_Res,Potamocorbula amurensis,Invertebrate,Potamocorbula amurensis,Bivalve,Potamocorbula amurensis,Potamocorbula amurensis,11.54693989,-24.70893053,14.63941325
F2.0470,TR,Tule Red,P3,Res,P3_Res,Potamocorbula amurensis,Invertebrate,Potamocorbula amurensis,Bivalve,Potamocorbula amurensis,Potamocorbula amurensis,11.69886783,-23.6111852,14.14196012
F1.0138,TR,Tule Red,P3,Res,P3_Res,Annelid (non-nereid),Invertebrate,Annelid (non-nereid),Annelid ,Sabellidae,Sabellidae,10.60989245,-27.68447902,12.76858735
F1.0100,TR,Tule Red,P3,Res,P3_Res,Annelid (non-nereid),Invertebrate,Annelid (non-nereid),Annelid ,Sabellidae,Sabellidae,11.60987097,-27.90239666,13.19544923
F2.0106,TR,Tule Red,P3,Res,P3_Res,Sinocorophium sp.,Invertebrate,Sinocorophium sp.,Amphipod,Sinocorophium,Sinocorophium,11.91576629,-23.53909387,15.74581004
F2.0548,TR,Tule Red,P3,Res,P3_Res,Sinocorophium sp.,Invertebrate,Sinocorophium sp.,Amphipod,Sinocorophium,Sinocorophium,12.06083143,-21.87398432,15.45661224
F1.0296,WH,Wheeler,P2,Res,P2_Res,Corbicula fluminea,Invertebrate,Corbicula fluminea,Bivalve,Corbicula fluminea,Corbicula fluminea,10.41397748,-25.93530079,9.158173109
F1.0326,WH,Wheeler,P2,Res,P2_Res,Corbicula fluminea,Invertebrate,Corbicula fluminea,Bivalve,Corbicula fluminea,Corbicula fluminea,9.912956901,-27.7139887,7.518346758
F2.0020,WH,Wheeler,P2,Res,P2_Res,Corbicula fluminea,Invertebrate,Corbicula fluminea,Bivalve,Corbicula fluminea,Corbicula fluminea,12.04260457,-22.12330018,10.44672764
F2.0052,WH,Wheeler,P2,Res,P2_Res,Corbicula fluminea,Invertebrate,Corbicula fluminea,Bivalve,Corbicula fluminea,Corbicula fluminea,11.04731372,-25.09706769,11.95087324
F1.0156,WH,Wheeler,P2,Res,P2_Res,Corbicula fluminea,Invertebrate,Corbicula fluminea,Bivalve,Corbicula fluminea,Corbicula fluminea,10.70988228,-25.72127453,8.087469153
F1.0288,WH,Wheeler,P2,Res,P2_Res,Gammarus sp. ,Invertebrate,Gammarus sp. ,Amphipod,Gammarus sp. ,Gammarus New,11.16181421,-21.63609785,15.16417101
F1.0325,WH,Wheeler,P2,Res,P2_Res,Gammarus sp. ,Invertebrate,Gammarus sp. ,Amphipod,Gammarus sp. ,Gammarus New,12.52576905,-21.77434819,14.48235609
F2.0012,WH,Wheeler,P2,Res,P2_Res,Gammarus sp. ,Invertebrate,Gammarus sp. ,Amphipod,Gammarus sp. ,Gammarus New,13.92572107,-19.89047598,16.67278904
F2.0075,WH,Wheeler,P2,Res,P2_Res,Gammarus sp. ,Invertebrate,Gammarus sp. ,Amphipod,Gammarus sp. ,Gammarus New,11.20105746,-19.3313251,17.22980792
F1.0176,WH,Wheeler,P2,Res,P2_Res,Gammarus sp. ,Invertebrate,Gammarus sp. ,Amphipod,Gammarus sp. ,Gammarus New,10.37031963,-16.69406444,17.51897804
F2.0041,WH,Wheeler,P2,Res,P2_Res,Gammarus sp. ,Invertebrate,Gammarus sp. ,Amphipod,Gammarus sp. ,Gammaroidea,12.84317755,-18.16960062,16.33857834
F1.0487,WH,Wheeler,P2,Res,P2_Res,Gnorimosphaeroma oregonense,Invertebrate,Gnorimosphaeroma oregonense,Isopod,Gnorimosphaeroma oregonense,Gnorimosphaeroma oregonense,11.51870831,-20.53405633,17.30540909
F2.0004,WH,Wheeler,P2,Res,P2_Res,Gnorimosphaeroma oregonense,Invertebrate,Gnorimosphaeroma oregonense,Isopod,Gnorimosphaeroma oregonense,Gnorimosphaeroma oregonense,12.96339608,-19.08815793,17.6498502
F2.0071,WH,Wheeler,P2,Res,P2_Res,Gnorimosphaeroma oregonense,Invertebrate,Gnorimosphaeroma oregonense,Isopod,Gnorimosphaeroma oregonense,Gnorimosphaeroma oregonense,12.17612978,-17.34490316,19.20871116
F2.0079,WH,Wheeler,P2,Res,P2_Res,Gnorimosphaeroma oregonense,Invertebrate,Gnorimosphaeroma oregonense,Isopod,Gnorimosphaeroma oregonense,Gnorimosphaeroma oregonense,11.43084926,-19.41182412,20.19353066
F1.0361/0169,WH,Wheeler,P2,Res,P2_Res,Gnorimosphaeroma oregonense,Invertebrate,Gnorimosphaeroma oregonense,Isopod,Gnorimosphaeroma oregonense,Gnorimosphaeroma oregonense,12.13358049,-18.44535463,19.06539779
F1.0159/0178,WH,Wheeler,P2,Res,P2_Res,Gnorimosphaeroma oregonense,Invertebrate,Gnorimosphaeroma oregonense,Isopod,Gnorimosphaeroma oregonense,Gnorimosphaeroma oregonense,10.46984168,-20.83953017,18.62741062
F2.0062/0008,WH,Wheeler,P2,Res,P2_Res,Mysida,Invertebrate,Mysida,Mysid,Mysida,Mysida,11.9797878,-17.86211759,14.41589718
F1.0323/0330/0290/0163,WH,Wheeler,P2,Res,P2_Res,Nereididae,Invertebrate,Nereididae,Annelid ,Nereididae,Nereididae,14.74384513,-21.51468573,11.88303592
F2.0017,WH,Wheeler,P2,Res,P2_Res,Nereididae,Invertebrate,Nereididae,Annelid ,Nereididae,Nereididae,14.46256442,-21.07417805,11.17540827
F2.0031/0023/0066,WH,Wheeler,P2,Res,P2_Res,Nereididae,Invertebrate,Nereididae,Annelid ,Nereididae,Nereididae,13.71958927,-21.004394,10.53833139
F2.0050/0044,WH,Wheeler,P2,Res,P2_Res,Nereididae,Invertebrate,Nereididae,Annelid ,Nereididae,Nereididae,12.4445915,-20.09022285,13.55738297
F1.0186/0152,WH,Wheeler,P2,Res,P2_Res,Nereididae,Invertebrate,Nereididae,Annelid ,Nereididae,Nereididae,14.07548444,-18.45994733,10.48035753
F1.0172/0173,WH,Wheeler,P2,Res,P2_Res,Annelid (non-nereid),Invertebrate,Annelid (non-nereid),Annelid ,Polychaeta sp. ,Polychaeta ,13.7963801,-22.33187689,12.60040943
F1.0327/0297,WH,Wheeler,P2,Res,P2_Res,Potamocorbula amurensis,Invertebrate,Potamocorbula amurensis,Bivalve,Potamocorbula amurensis,Potamocorbula amurensis,10.64641842,-24.19487818,11.54763269
F2.0019,WH,Wheeler,P2,Res,P2_Res,Potamocorbula amurensis,Invertebrate,Potamocorbula amurensis,Bivalve,Potamocorbula amurensis,Potamocorbula amurensis,11.58935484,-21.73214202,7.922356324
F2.0022,WH,Wheeler,P2,Res,P2_Res,Potamocorbula amurensis,Invertebrate,Potamocorbula amurensis,Bivalve,Potamocorbula amurensis,Potamocorbula amurensis,11.86674611,-21.64740424,10.98345572
F2.0025,WH,Wheeler,P2,Res,P2_Res,Potamocorbula amurensis,Invertebrate,Potamocorbula amurensis,Bivalve,Potamocorbula amurensis,Potamocorbula amurensis,11.41368501,-23.85058662,12.9501787
F1.0193,WH,Wheeler,P2,Res,P2_Res,Sinocorophium sp.,Invertebrate,Sinocorophium sp.,Amphipod,Sinocorophium,Sinocorophium,9.766027563,-21.72104686,17.35658679
F1.0300/0362,WH,Wheeler,P2,Res,P2_Res,Sinocorophium sp.,Invertebrate,Sinocorophium sp.,Amphipod,Sinocorophium,Sinocorophium,9.205385678,-23.03425856,16.01707688
F2.0007/0010,WH,Wheeler,P2,Res,P2_Res,Sinocorophium sp.,Invertebrate,Sinocorophium sp.,Amphipod,Sinocorophium,Sinocorophium,12.02547999,-24.02006219,15.48311184
F2.0055/0049/0072/0001,WH,Wheeler,P2,Res,P2_Res,Sinocorophium sp.,Invertebrate,Sinocorophium sp.,Amphipod,Sinocorophium,Sinocorophium,11.28109668,-22.03919188,15.24750884
F2.0064/0068/0043,WH,Wheeler,P2,Res,P2_Res,Sinocorophium sp.,Invertebrate,Sinocorophium sp.,Amphipod,Sinocorophium,Sinocorophium,11.28937859,-20.12810562,14.4847033
F1.0177,WH,Wheeler,P2,Res,P2_Res,Sinocorophium sp.,Invertebrate,Sinocorophium sp.,Amphipod,Sinocorophium,Sinocorophium,10.58116111,-16.66708064,17.11673772
NP20.020,BR,Browns,P1,Ref,P1_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,8.54671608,-27.2136322,2.26287098
NP20.066,SH,Sherman,P1,Res,P1_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,10.91257855,-27.38803327,9.217819527
NP21.172,SH,Sherman,P1,Res,P1_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,9.271569648,-28.67629589,11.2167083
NP21.228,BR,Browns,P1,Ref,P1_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus californicus,Tule,2.281459801,-26.57663331,-0.918748838
NP21.142,SH,Sherman,P1,Res,P1_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus californicus,Tule,9.927794755,-26.44639298,14.5016824
NP20.271,BR,Browns,P1,Ref,P1_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,7.898090497,-28.71297857,11.28056004
NP20.274,BR,Browns,P1,Ref,P1_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,8.203235172,-27.48629639,10.3092476
NP21.089,BR,Browns,P1,Ref,P1_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,6.245447272,-28.24715673,8.829655884
NP20.232,SH,Sherman,P1,Res,P1_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,9.362028637,-28.08563755,5.99391923
NP21.112,SH,Sherman,P1,Res,P1_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,7.384732702,-28.94476101,5.160633547
NP21.114,SH,Sherman,P1,Res,P1_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,8.234235254,-28.32742086,11.87337933
NP20.114,SH,Sherman,P1,Res,P1_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus sp.,Tule,10.02162804,-28.18571999,13.68147054
NP20.057,BR,Browns,P1,Ref,P1_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,8.172743189,-27.06004035,15.65256563
NP21.153,BR,Browns,P1,Ref,P1_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,6.258183953,-26.90778702,6.806257983
NP21.218,BR,Browns,P1,Ref,P1_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,6.523955122,-25.68918176,8.665294399
NP20.383,SH,Sherman,P1,Res,P1_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,6.59188575,-27.76160829,3.983699539
NP21.240,SH,Sherman,P1,Res,P1_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,8.669811224,-28.5261998,15.16686487
NP20.462,BR,Browns,P1,Ref,P1_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus americanus,Tule,6.32212808,-26.00768844,14.87960642
NP20.236,BR,Browns,P1,Ref,P1_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,5.861495876,-28.19302687,8.881335788
NP21.087,BR,Browns,P1,Ref,P1_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,5.487172146,-28.676223,14.1795518
NP21.091,BR,Browns,P1,Ref,P1_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,7.825237577,-28.71685052,10.08710714
NP20.240,SH,Sherman,P1,Res,P1_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,8.027904891,-28.07473749,5.813635783
NP20.279,SH,Sherman,P1,Res,P1_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,5.699080161,-29.34196869,9.393606548
NP20.282,SH,Sherman,P1,Res,P1_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,5.639035564,-30.45254515,9.015489934
NP21.180,SH,Sherman,P1,Res,P1_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,9.215358462,-26.72610194,15.35643819
NP21.004,BR,Browns,P1,Ref,P1_Ref,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,10.36156473,-27.95943982,19.92252793
NP21.006,BR,Browns,P1,Ref,P1_Ref,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,10.73908144,-27.79092183,20.51774819
NP21.109,SH,Sherman,P1,Res,P1_Res,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,11.66542758,-28.61437361,19.6249178
NP21.110,SH,Sherman,P1,Res,P1_Res,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,10.82985587,-30.91370504,19.36832108
NP21.007,BR,Browns,P1,Ref,P1_Ref,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,7.728704305,-28.57675628,21.04566439
NP20.283,BR,Browns,P1,Ref,P1_Ref,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,7.453269531,-29.97615778,18.41239313
NP21.034,SH,Sherman,P1,Res,P1_Res,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,10.11926456,-29.1385878,19.79212632
NB20.012,BR,Browns,P1,Ref,P1_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,8.17152416,-29.00052976,2.99900805
NB21.001,BR,Browns,P1,Ref,P1_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,6.880694045,-26.51561768,10.83916422
NB20.002,SH,Sherman,P1,Res,P1_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,7.719450077,-28.11523354,2.878997226
NB21.019,SH,Sherman,P1,Res,P1_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,6.303334899,-27.18754632,3.042362358
NB20.025,BR,Browns,P1,Ref,P1_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,6.316666667,-27.72333333,1.726666667
NB20.008,BR,Browns,P1,Ref,P1_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,6.06724798,-28.63204214,7.669109644
NB21.006,BR,Browns,P1,Ref,P1_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,4.982284796,-28.34249543,5.071010397
NB21.024,BR,Browns,P1,Ref,P1_Ref,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,4.82,-28.12,4.043333333
NB20.001,SH,Sherman,P1,Res,P1_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,8.911866348,-27.87875554,5.082377313
NB21.017,SH,Sherman,P1,Res,P1_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,7.524505449,-27.88775073,5.149440724
NB21.025,SH,Sherman,P1,Res,P1_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,5.64,-27.68333333,4.593333333
NB21.027,SH,Sherman,P1,Res,P1_Res,Phyto,Phyto,Phyto,Phyto,Phytoplankton,Phyto,5.885955659,-27.59784049,3.48887704
NP21.301,BR,Browns,P1,Ref,P1_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,13.42409782,-23.37416574,20.37827227
NP20.424,BR,Browns,P1,Ref,P1_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,11.52865186,-20.5481828,18.91746513
NP20.368,BR,Browns,P1,Ref,P1_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,10.68080203,-16.22128719,19.09318071
NP21.356,SH,Sherman,P1,Res,P1_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,11.95205123,-24.51518932,20.08357364
NP21.355,SH,Sherman,P1,Res,P1_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,11.2187691,-28.19682132,20.45094428
NP20.392,SH,Sherman,P1,Res,P1_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,12.10447165,-21.26574068,14.09303564
NP21.337,BR,Browns,P1,Ref,P1_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,8.779943556,-22.70645672,20.78449844
NP21.354,BR,Browns,P1,Ref,P1_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,9.352059998,-25.71086874,20.61861532
NP20.375,BR,Browns,P1,Ref,P1_Ref,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,8.92229423,-18.74828085,19.8925355
NP21.303,SH,Sherman,P1,Res,P1_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,9.066577593,-18.37507776,20.78182468
NP20.395,SH,Sherman,P1,Res,P1_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,10.85535028,-16.56354507,15.65005007
NP20.404,SH,Sherman,P1,Res,P1_Res,Algae,Algae,SAV-Algae,Algae,Green Algae,Algae,9.483878119,-20.09401048,15.4867924
NP20.331,BR,Browns,P1,Ref,P1_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,12.92278115,-24.96661775,13.43852619
NP20.291,BR,Browns,P1,Ref,P1_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,12.58233109,-25.6148464,13.28353271
NP21.250,SH,Sherman,P1,Res,P1_Res,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,12.17714584,-21.04322749,16.68667503
NP21.265,BR,Browns,P1,Ref,P1_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton foliosus,Potamogeton,11.86156506,-17.60248476,20.7617254
NP21.019,BR,Browns,P1,Ref,P1_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,11.46210119,-21.89205637,18.59327279
NP21.101,BR,Browns,P1,Ref,P1_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,8.299089782,-26.16946477,16.16927508
NP20.017,BR,Browns,P1,Ref,P1_Ref,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,10.83401898,-24.72795747,17.24624787
NP21.108,SH,Sherman,P1,Res,P1_Res,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,8.857951348,-24.02877825,19.10015647
NP21.116,SH,Sherman,P1,Res,P1_Res,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,7.986900571,-24.40925123,18.0296013
NP20.300,SH,Sherman,P1,Res,P1_Res,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,9.808181083,-22.47489231,13.02523721
NP20.350,SH,Sherman,P1,Res,P1_Res,SAV,SAV,SAV-Algae,SAV,Potamogeton crispus,Potamogeton,11.38857712,-28.49339955,11.29555528
NP20.021,CH,Chipps,P2,Ref,P2_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,10.33656317,-27.20867763,11.92931353
NP20.390,CH,Chipps,P2,Ref,P2_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,8.739681926,-28.15301979,2.642377611
NP21.276,CH,Chipps,P2,Ref,P2_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,4.997247409,-26.18389309,14.79857226
NP21.235,WH,Wheeler,P2,Res,P2_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus americanus,Tule,7.771110939,-27.39644066,3.794952021
NP21.225,WH,Wheeler,P2,Res,P2_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus californicus,Tule,8.612719639,-25.65182601,-1.031049748
NP20.227,WH,Wheeler,P2,Res,P2_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus sp.,Tule,6.040117046,-27.4682974,8.682634573
NP20.229,WH,Wheeler,P2,Res,P2_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus sp.,Tule,5.080645947,-28.4215578,4.38580899
NP20.262,CH,Chipps,P2,Ref,P2_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,7.709097666,-28.25158453,11.68935727
NP21.075,CH,Chipps,P2,Ref,P2_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,7.8829307,-26.73601109,13.23531796
NP21.120,CH,Chipps,P2,Ref,P2_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,9.41693873,-28.43543061,6.505088426
NP20.170,WH,Wheeler,P2,Res,P2_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,8.003414627,-27.30052724,10.73201102
NP21.025,WH,Wheeler,P2,Res,P2_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,11.79179855,-27.27506894,11.18699859
NP21.032,WH,Wheeler,P2,Res,P2_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,8.715749487,-27.56738892,3.076672906
NP20.164,WH,Wheeler,P2,Res,P2_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,6.758130937,-26.81032973,6.310019949
NP21.273,WH,Wheeler,P2,Res,P2_Res,Emergent,Emergent,Emergent,Emergent,Schoenoplectus acutus,Tule,7.608695225,-26.33735457,12.65955463
NP21.243,CH,Chipps,P2,Ref,P2_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus americanus,Tule,5.94811759,-28.06009423,27.18270995
NP20.008,CH,Chipps,P2,Ref,P2_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus californicus,Tule,2.881905774,-26.11523927,18.81886122
NP21.299,CH,Chipps,P2,Ref,P2_Ref,Emergent,Emergent,Emergent,Emergent,Schoenoplectus californicus,Tule,9.360816262,-27.51153677,12.05594104
NP20.380,CH,Chipps,P2,Ref,P2_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,10.86094686,-27.56605597,13.56371336
NP21.258,CH,Chipps,P2,Ref,P2_Ref,Emergent,Emergent,Emergent,Emergent,Typha,Typha,10.86651917,-27.26218705,13.67914061
NP20.165,WH,Wheeler,P2,Res,P2_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,6.712947953,-29.70139162,15.73148727
NP20.225,WH,Wheeler,P2,Res,P2_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,8.409946081,-27.34192145,14.02123772
NP21.118,WH,Wheeler,P2,Res,P2_Res,Emergent,Emergent,Emergent,Emergent,Typha,Typha,10.04982361,-27.77845385,15.16537079
NP21.001,CH,Chipps,P2,Ref,P2_Ref,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,11.91655327,-27.70732693,20.53352258
NP21.122,WH,Wheeler,P2,Res,P2_Res,FAV,FAV,FAV,FAV,Alternanthera philoxeroides,Alternanthera,11.33317636,-28.76953895,20.30426813
